Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Patriotic Spirit	FTB	ST2E-EN16010	V	N	Y	16V010	Dilemma	2	P														Unless you have 3 Officer or Honor, Leadership, and Strength>28, randomly select a personnel to be stopped, and randomly select a personnel to be stopped for each Glinn personnel your opponent commands.
Savagery to Match Their Numbers	FTB	ST2E-EN16011	V	N	Y	16V011	Dilemma	3	P														Unless you have Strength>40 or Officer, Security, and Cunning>28, randomly select a personnel to be stopped, and choose a number of personnel who have a total cost equal to or greater than the number of Alpha personnel your opponent commands to be killed.
Skeptical Superiors	FTB	ST2E-EN16012	V	N	Y	16V012	Dilemma	2	S														Unless you have 3 Leadership or Astrometrics, Programming, and Cunning>28, randomly select a personnel to be stopped, and randomly select a personnel to be stopped for each Admiral personnel your opponent commands.
Strategic Superiority	FTB	ST2E-EN16013	V	N	Y	16V013	Dilemma	3	S														Unless you have 3 Diplomacy or Weapons>8, randomly select a personnel to be stopped, and choose a number of personnel who have a total cost equal to or greater than the number of General personnel your opponent commands to be killed.
The Beast at El-Adrel	FTB	ST2E-EN16014	V	N	Y	16V014	Dilemma	3	P														Your personnel cannot gain skills while facing this dilemma. Unless you have 2 Diplomacy and 2 Leadership, or Engineer, Transporters, and Cunning>33 or a Hand Weapon, all your personnel are stopped.
The Clown: On His Throne	FTB	ST2E-EN16015	V	N	Y	16V015	Dilemma	4	D							Consume: 2. 							Place this dilemma on this mission. Your opponent names an attribute (Integrity, Cunning, or Strength). Replace attributes in this mission's requirements (and alternate requirements in game text) with the named attribute. At the end of the turn, remove this dilemma from the game.
The Seen and the Unseen	FTB	ST2E-EN16016	V	N	Y	16V016	Dilemma	4	D														Unless at least half your personnel are not [NA], stop all your personnel, lose 5 points, your opponent scores 5 points, and this dilemma returns to its owner's dilemma pile.
Time for Action	FTB	ST2E-EN16017	V	N	Y	16V017	Dilemma	0	D														For each headquarters mission your opponent commands, this dilemma is cost +2. Randomly select a personnel. Unless he or she has at least one skill listed in this mission's requirements, stop that personnel, then for each headquarters mission you command, randomly select another personnel to be stopped.
Treachery Running Deep	FTB	ST2E-EN16018	V	N	Y	16V018	Dilemma	4	D														Unless you have 3 Anthropology or Physics, Treachery, and Cunning>28, randomly select a personnel to be stopped, and discard a card from hand for each Praetor personnel and Senator personnel your opponent commands.
Unionize	FTB	ST2E-EN16019	V	N	Y	16V019	Dilemma	3	D														Unless you have 3 Security or Anthropology, Diplomacy, and Integrity>24, randomly select a personnel to be stopped, and you must destroy any number of events from your core that have a total cost equal to or greater than the number of Dabo Girl personnel and Waiter personnel your opponent commands.
Unwanted Guests	FTB	ST2E-EN16020	V	N	Y	16V020	Dilemma	2	D														Your opponent randomly discards a personnel from his or her hand. Unless you have that personnel's skills, all your personnel are stopped.
Delivery Boy	FTB	ST2E-EN16021	V	N	Y	16V021	Event	0								Q.  Temporal. 							Plays in your core. When you are about to play a Q event or a Temporal event, you may destroy this event to play that event at cost -3.
Hindrance	FTB	ST2E-EN16022	V	Y	Y	16V022	Event	1								Temporal. 							Plays in your core. When personnel that the player on your right commands begin a mission attempt, you may kill one of your unique [Fut] personnel who costs 3 or more to draw three extra dilemmas and spend three extra in total cost on dilemmas.
Keeping Track of You	FTB	ST2E-EN16023	V	N	Y	16V023	Event	2								Q.  Q. 							"When you are about to play this event, choose one: it gains the gametext of a non-unique Q event you command; or it gains the gametext of a non-unique Q event an opponent commands."
Subliminal Signal	FTB	ST2E-EN16024	V	N	Y	16V024	Event	3								Temporal. 							Plays in your core. When a dilemma that has a cost of 3 is revealed from your dilemma stack, you may place the top card of your dilemma pile face up beneath the mission being attempted to make that dilemma cost -3.
The Undiscovered Country	FTB	ST2E-EN16025	V	Y	Y	16V025	Event	4															Plays in your core. When a personnel that the player on your right commands begins a mission attempt, before you have drawn dilemmas, you may destroy this event to name a personnel. Each opponent's personnel with that card title is stopped.
Reprogrammed	FTB	ST2E-EN16026	V	N	Y	16V026	Interrupt	0															When an opponent plays an interrupt, if one of his or her personnel is facing a dilemma you own, discard a personnel from hand to prevent that interrupt and place it in its owner's discard pile.
Uninvited	FTB	ST2E-EN16027	V	N	Y	16V027	Interrupt	0								Q. 							When personnel that the player on your right commands begin a mission attempt, choose a dilemma that has a cost of 1 or less, and place it aside. Then shuffle and replace your dilemma pile. After you have chosen dilemmas for your dilemma stack, place that dilemma on top of your dilemma stack.
Aid Maritime Sovereignty	FTB	ST2E-EN16028	V	Y	Y	16V028	Mission	0	P	2	35	D	Any						Diplomacy, Leadership, Science, and Integrity>34 or Physics, Navigation, Treachery, and Cunning>36				When you complete this mission, take a dilemma you own from beneath a mission and return it to your dilemma pile.
Inversion Mystery	FTB	ST2E-EN16029	V	Y	Y	16V029	Mission	0	S	4	30	D	Any			Nebula. 			Astrometrics, Diplomacy, Engineer, and Cunning>28				When you complete this mission, name a dilemma. When your personnel face that dilemma, you may prevent it and overcome it.
Kira Nerys Defiant Leader	FTB	ST2E-EN16030	V	Y	Y	16V030	Personnel	4					[Baj]	[Cmd] [DS9]		Commander: U.S.S. Defiant. 		Bajoran	Honor Leadership Officer Programming	6	6	6	When you play this personnel, if you command Bajor, you may destroy an event. When an opponent plays an interrupt, if you command Mouth of the Wormhole, you may return this personnel to her owner's hand to prevent that interrupt and place it in its owner's discard pile.
Tabor Apoplectic Bajoran	FTB	ST2E-EN16031	V	Y	Y	16V031	Personnel	2					[Baj]	[Stf] [Voy] [Maq]				Bajoran	Engineer Physics Programming Science	5	5	5	While you have six or more personnel in your discard pile, this personnel is Cunning +2, Strength +2, and cannot be stopped by dilemmas.
Two of Two Adaptation Drone	FTB	ST2E-EN16032	V	Y	Y	16V032	Personnel	2					[Bor]	[Stf]		Drone. 		Borg	Anthropology Exobiology Science	5	5	5	When this personnel begins a mission attempt, you may name a dilemma that is beneath one of your missions. When he faces that dilemma, you may prevent that dilemma and overcome it. This effect lasts until the end of turn.
Telle Macet's Aide	FTB	ST2E-EN16033ab	V	Y	Y	16V033	Personnel	2					[Car]	[Stf]		Glinn. 		Cardassian	Medical Programming Science Transporters Treachery	4	5	6	When this personnel is about to face a dual dilemma, you may discard three cards from hand to exchange that dilemma with a dual dilemma beneath this mission that this personnel has not faced this turn.
Arak'Taral Suspicious Second	FTB	ST2E-EN16034	V	Y	Y	16V034	Personnel	3					[Dom]	[Stf]				Jem'Hadar	Astrometrics Officer Physics Transporters	5	5	8	When this personnel is an eligible target for a random selection, you may exclude a [Cmd] personnel present from that selection.
George Primmin Starfleet Security	FTB	ST2E-EN16035	V	Y	Y	16V035	Personnel	2					[Fed]	[Stf] [DS9]				Human	Anthropology Officer Programming Security	6	5	6	When this personnel is about to be stopped by a dilemma, name a unique personnel. That personnel cannot be killed or stopped by dilemmas until the end of turn.
Helen Noel Enterprise Psychiatrist	FTB	ST2E-EN16036	V	Y	Y	16V036	Personnel	2					[Fed]	[Stf] [TOS] [Pa]				Human	2 Anthropology Biology Diplomacy Medical	5	6	4	You may play this personnel at cost +3 to reveal the top four dilemmas of an opponent's dilemma pile and remove each dilemma that has a cost of 1 or more and does not require a skill from the game. The remaining dilemmas return to their owner's dilemma pile.
Ro Laren Headstrong Ensign	FTB	ST2E-EN16037	V	Y	Y	16V037	Personnel	2					[Fed]	[Stf] [TNG]				Bajoran	Navigation Officer Programming	4	6	6	While this personnel is facing a dual dilemma, she cannot be randomly selected by dilemmas.
Reyga Young Scientist	FTB	ST2E-EN16038	V	Y	Y	16V038	Personnel	4					[Fer]	[Stf]				Ferengi	2 Astrometrics 2 Engineer 2 Science	5	7	5	While this personnel is facing a dilemma that has a cost of 1 or more and does not require a skill, you may remove two Rule cards from beneath your Ferenginar from the game to prevent and overcome that dilemma.
Klag Second Officer	FTB	ST2E-EN16039	V	Y	Y	16V039	Personnel	3					[Kli]	[Cmd]				Klingon	Diplomacy Honor Navigation Officer	6	6	7	While this personnel is facing a dilemma that requires Honor or Officer, he and each Honor personnel present cannot be randomly selected by that dilemma.
Ajur Temporal Thief	FTB	ST2E-EN16040	V	Y	Y	16V040	Personnel	3					[NA]	[Cmd] [Fut]		Thief. 		Vorgon	2 Anthropology Archaeology Treachery	3	6	5	When you play this personnel, you may search your dilemma pile for a dilemma that costs 3 or more and set it aside. Shuffle and replace your dilemma pile and place that dilemma on top of your dilemma pile.
Boratus Temporal Thief	FTB	ST2E-EN16041	V	Y	Y	16V041	Personnel	3					[NA]	[Cmd] [Fut]		Thief. 		Vorgon	Archaeology 2 Security Treachery	3	6	5	When you play this personnel, you may search your dilemma pile for a dilemma that costs 3 or more and set it aside. Shuffle and replace your dilemma pile and place that dilemma on top of your dilemma pile.
Lore Brother and Son	FTB	ST2E-EN16042	V	Y	Y	16V042	Personnel	6					[NA]	[Cmd]				Android	Engineer Navigation 2 Programming 2 Treachery	1	10	10	While this personnel is facing a non-Consume dilemma, he cannot be killed or stopped.
Neral Seasoned Politician	FTB	ST2E-EN16043	V	Y	Y	16V043	Personnel	3					[Rom]			Praetor. 		Romulan	Anthropology Archaeology Diplomacy 2 Leadership Treachery	3	6	4	While this personnel is facing a dilemma that requires Leadership or Treachery, he and each Treachery personnel present cannot be randomly selected by that dilemma.
Masaro Idealistic Saboteur	FTB	ST2E-EN16044	V	Y	Y	16V044	Personnel	3					[SF]	[Stf] [Pa]		Infiltrator. 		Human	Engineer Physics Programming Treachery	3	6	6	Order - If you command four different species, kill this personnel to examine the top four dilemmas of an opponent's dilemma pile and remove one from the game. The remaining dilemmas return to their owner's dilemma pile.
Husnock Ship	FTB	ST2E-EN16045	V	N	Y	16V045	Ship	7					[NA]	[AU]	[Cmd] [Stf] [Stf] [Stf]		Husnock			4	0	10	This ship does not have to be staffed to move to an opponent's mission. When this ship is about to move to an opponent's mission, subtract 4 from the span total required. When personnel that the player on your right commands begin a mission attempt at this mission, you may draw an extra dilemma and spend one extra on dilemmas.
Assassin Team	RTS	ST2E-EN17001	V	N	Y	17V001	Dilemma	4	P														Your opponent chooses a personnel to be stopped. If he or she commands three Assassin personnel, that personnel is killed instead and all of your personnel are stopped.
Causal Recursion	RTS	ST2E-EN17002	V	N	Y	17V002	Dilemma	2	S														Unless you choose to remove five cards in your discard pile from the game or have three missions worth 40 or more points each, place this dilemma in your core. You need an additional 10 points to win the game. When you score points from an event, you may remove this dilemma from the game.
Covert Ambush	RTS	ST2E-EN17003	V	N	Y	17V003	Dilemma	3	S														Unless you have a personnel with 2 Engineer or a personnel with 2 Programming, place this dilemma in your core. When your personnel is about to be placed in an opponent's brig, this dilemma's owner may remove this dilemma from the game to randomly select an additional personnel present to be placed in that opponent's brig.
Echo Papa Attack	RTS	ST2E-EN17004	V	N	Y	17V004	Dilemma	3	D														"Your personnel cannot gain skills while facing this dilemma. Unless you have these requirements: [P] - Medical, Officer, and Security; or [S] - Leadership, Navigation, and Programming, randomly select a personnel to be killed and this dilemma returns to its owner's dilemma pile."
Full Complement	RTS	ST2E-EN17005	V	N	Y	17V005	Dilemma	0	D														If your personnel have faced another dilemma this mission attempt, this dilemma is cost +2. Unless you have five or more personnel, randomly select a personnel to return to his or her owner's hand and this dilemma returns to its owner's dilemma pile.
He Wasn't Nice	RTS	ST2E-EN17006	V	N	Y	17V006	Dilemma	0	D														This dilemma is cost +5. Your opponent names a personnel. Kill each personnel with that card title.
It's Only a Paper Moon	RTS	ST2E-EN17007	V	N	Y	17V007	Dilemma	1	D														Your opponent reveals his or her hand. For each non-ship card revealed this way that has a cost of 4 or more, add 5 to each of this dilemma's attribute requirements. Unless you have Integrity>25 or 2 Programming and Cunning>25 or Strength>25, all your personnel are stopped.
Miner Revolt	RTS	ST2E-EN17008	V	N	Y	17V008	Dilemma	3	P														Randomly select personnel until their total cost is 6 or more. Those personnel are stopped.
Occupational Hazards	RTS	ST2E-EN17009	V	N	Y	17V009	Dilemma	3	D														Unless you have 2 Acquisition or 2 Treachery, randomly select a personnel to be killed and this dilemma returns to its owner's dilemma pile.
Punishment Box	RTS	ST2E-EN17010	V	N	Y	17V010	Dilemma	4	P														Unless you have Engineer and a personnel with Honor and Leadership or destroy one of your equipment, randomly select an Officer to be stopped and place this dilemma in your core. At the start of each of your turns, choose an Officer personnel to be stopped.
Slightly Overbooked	RTS	ST2E-EN17011	V	N	Y	17V011	Dilemma	6	S														For each mission worth 40 or more points that your opponent commands, this dilemma is cost -2. Unless you have three personnel who each have a cost of 4 or more, each of your personnel who has a cost of 2 or less is stopped.
Spatial Interphase	RTS	ST2E-EN17012	V	N	Y	17V012	Dilemma	6	D														For each mission worth 40 or more points that your opponent commands, this dilemma is cost -2. Your opponent chooses a personnel who has three or less [SD] icons to be killed.
Stupefy	RTS	ST2E-EN17013	V	N	Y	17V013	Dilemma	0	D							Consume: 1. 							Place this dilemma in your core. When your opponent's dilemma is revealed, he or she may remove this dilemma from the game to add one level of one skill that is in that dilemma's requirements to that requirement until the end of dilemma.
Technique of a Desperate Man	RTS	ST2E-EN17014	V	N	Y	17V014	Dilemma	1	D														Unless you have Anthropology and 2 Officer or two Temporal events in your core, place this dilemma in your core. When one of your personnel begins a mission attempt, this dilemma's owner may remove this dilemma from the game to place a dilemma beneath one of your completed missions on the top of his or her dilemma pile.
Unfair Terms	RTS	ST2E-EN17015	V	N	Y	17V015	Dilemma	6	P														For each mission worth 40 or more points that your opponent commands, this dilemma is cost -2. Randomly select three personnel. Each of those personnel who has a cost of 2 or less is killed.
Unorthodox Tactics	RTS	ST2E-EN17016	V	N	Y	17V016	Dilemma	1	S														Unless you command more ships than your opponent or command an event that has a cost of 4 or more, place this dilemma in your core. When an engagement begins, this dilemma's owner may remove this dilemma from the game to make a ship Weapons +4 and Shields +6 until the end of the turn.
Well-Prepared Defenses	RTS	ST2E-EN17017	V	N	Y	17V017	Dilemma	2	D														Unless the missions you command are worth more total points than the total points of of missions your opponent commands, your opponent chooses a personnel to be stopped.
You Vant to Go Back?	RTS	ST2E-EN17018	V	N	Y	17V018	Dilemma	0	D														This dilemma is cost +3. Reveal the top card of your deck. Unless the cost of that card is odd, your opponent chooses a personnel to be returned to his or her owner's hand.
Horga'hn	RTS	ST2E-EN17019	V	Y	Y	17V019	Equipment	3								Artifact. 							Order - Choose any number of your stopped personnel present who have a cost of 4 or more. Shuffle this equipment into its owner's deck to unstop each of those personnel.
Self-Sealing Stem Bolts	RTS	ST2E-EN17020	V	N	Y	17V020	Equipment	2															Order - If you own this equipment, you may choose an opponent. Place this equipment aboard one of his or her ships (he or she now commands this equipment) to make him or her place an equipment he or she commands and owns on one of your ships (you now command that equipment).
Always Welcome	RTS	ST2E-EN17021	V	N	Y	17V021	Event	0															"To play this event, you must command six [TNG] personnel. Plays in your core. When you play a [Fed] personnel that costs 4 or more, each player may choose one: draw a card; or discard a card from hand to draw two cards."
B'aht Qul Challenge	RTS	ST2E-EN17022	V	N	Y	17V022	Event	0															To play this event, you must command a completed mission and an Anthropology Klingon. Each player randomly removes a number of cards in his or her discard pile from the game equal to the number of missions worth 40 or more points he or she commands. The player that removes the cards with the highest total cost scores 10 points. (In the case of a tie, each tied player scores.) Destroy this event.
Coordinated Counterattack	RTS	ST2E-EN17023	V	N	Y	17V023	Event	3															To play this event, you must command six [TOS] personnel. Plays in your core. Opponent's personnel cannot gain skills.
Defensive Upgrades	RTS	ST2E-EN17024	V	N	Y	17V024	Event	1															To play this event, you must command six [DS9] personnel. Plays in your core. When your event is about to be destroyed by a card an opponent owns, you may destroy this event instead. When your event or interrupt is about to be prevented, you may destroy this event instead.
Delirium	RTS	ST2E-EN17025	V	N	Y	17V025	Event	3															Plays in your core. When the opponent on your right's personnel begin a mission attempt at a mission worth 35 or less points, you may draw one extra dilemma and spend one extra in total cost on dilemmas.
Duranja	RTS	ST2E-EN17026	V	Y	Y	17V026	Event	5															To play this event, you must command six [Baj] Anthropology personnel. Plays in your core. At the end of each of your turns, you make take a card from your discard pile and place it on top of your deck.
Ensnared	RTS	ST2E-EN17027	V	N	Y	17V027	Event	2								Capture. 							To play this event, you must command six [Car] personnel. Name a personnel and choose an opponent to reveal each copy of that personnel he or she commands. You may discard the top five cards of your deck to choose one of those personnel at a non-headquarters mission and place him or her in your brig. Remove this event from the game.
Favor the Bold	RTS	ST2E-EN17028	V	N	Y	17V028	Event	4								Temporal. 							To play this event, you must command three personnel who have a cost of 4 or more. Lose 5 points to choose your completed mission. Return each dilemma beneath that mission to their owner's dilemma piles. That mission is no longer completed. Remove this event from the game.
For Better or For Worse	RTS	ST2E-EN17029	V	N	Y	17V029	Event	2															To play this event, you must command six [Voy] personnel. Plays in your core. At the start of each of your turns, each player places the top cards of his or her dilemma pile beneath the opponent on his or her left's incomplete non-headquarters mission.
Greed	RTS	ST2E-EN17030	V	N	Y	17V030	Event	0															To play this event, you must command a personnel with 2 Treachery. Discard a card from hand to draw a card for each dilemma you own that is in an opponent's core. Destroy this event.
Imperfect Replacement	RTS	ST2E-EN17031	V	N	Y	17V031	Event	1															Plays in your core. While you command a personnel you do not own, the player who owns that personnel cannnot play a personnel with the same card title.
Jem'Hadar Entrenchment	RTS	ST2E-EN17032	V	N	Y	17V032	Event	3															To play this event, you must command three Jem'Hadar. Plays on a mission worth 35 points or less (limit one per mission). Add 2 Leadership to each of this mission's requirements.
Leverage	RTS	ST2E-EN17033	V	N	Y	17V033	Event	2															Plays in your core. When a personnel is about to be killed by a dilemma, the player who commands that personnel may choose an opponent and place that personnel in that opponent's brig instead.
Noble Intentions	RTS	ST2E-EN17034	V	Y	Y	17V034	Event	0															To play this event, you must command six [SF] personnel. Plays in your core. When you play a [SF] personnel, you may discard the top card of your deck to download a personnel of a different species. If neither of those personnel are Human, you may draw a card. You may do this only once each turn.
Parting Thought	RTS	ST2E-EN17035	V	N	Y	17V035	Event	3								Q. 							Plays on a mission. When your dilemma is revealed at this mission, you may discard a card from hand to add one level of one skill that is in that dilemma's requirements to that requirement until the end of that dilemma.
Relentless Charge	RTS	ST2E-EN17036	V	Y	Y	17V036	Event	1															"To play this event, you must command six [Dom] personnel. Plays in your core. At the start of each player's turn, you may remove this event from the game to make that player choose one: stop his or her staffed ship at a non-headquarters mission; kill a personnel he or she commands; or lose 5 points."
Tenuous Alliance	RTS	ST2E-EN17037	V	N	Y	17V037	Event	4															To play this event, you must command Mouth of the Wormhole and six [TN] personnel. Choose one of your [TN] personnel. Each player removes from the game a number of cards from the top of their dilemma pile equal to the cost of that personnel. Remove this event from the game.
Wariness	RTS	ST2E-EN17038	V	Y	Y	17V038	Event	4															To play this event, you must command six [Rom] personnel. Plays in your core. While an opponent owns six cards that have been removed from the game, your [Rom] personnel that cost 4 or more may be excluded from random selections.
Alarming Rumors	RTS	ST2E-EN17039	V	N	Y	17V039	Interrupt	0															To play this interrupt, you must command Athos IV and six [Maq] personnel. When an opponent plays a non-ship card, discard a card of the same card type from hand to prevent that and place that card on top of its owner's deck.
Bridge Officer's Test	RTS	ST2E-EN17040	V	N	Y	17V040	Interrupt	0															When your personnel with 2 Leadership is facing a dilemma and that dilemma is about to stop all of your personnel, the opponent on your left chooses a personnel present. Kill that personnel to prevent and overcome that dilemma.
Down to Business	RTS	ST2E-EN17041	V	N	Y	17V041	Interrupt	0															To play this interrupt, you must command six [Fer] personnel. Order - Each player discards a random card from hand. The owner of the discarded card that has the highest cost takes a dilemma they own from beneath an opponent's mission and returns it to their dilemma pile. (In the case of a tie, prevent this interrupt and place it on the bottom of its owner's deck.)
Improved Scenery	RTS	ST2E-EN17042	V	N	Y	17V042	Interrupt	0															Order - Discard a random card from hand to examine a number of dilemmas on the top of an opponent's dilemma pile equal to the cost of the discarded card. Remove this interrupt from the game.
Posturing	RTS	ST2E-EN17043	V	N	Y	17V043	Interrupt	0															To play this interrupt, you must command three [Rom] personnel. When your personnel is attempting a mission, choose an opponent and remove the top card of his or her deck from the game to add the cost of that card to that personnel's attributes until the end of the mission attempt.
Rebuilding the Fleet	RTS	ST2E-EN17044ab	V	N	Y	17V044	Interrupt	0															To play this interrupt, you must command a personnel with 2 Engineer or a personnel with 2 Medical. Order - Each player counts the number of ships costs 6 or more in his or her discard pile. Then each player shuffles each personnel and ship from his or her discard pile into his or her deck and draws cards equal to the number of ships counted (limit 6).
Demonstrate Aggressive Intent	RTS	ST2E-EN17045	V	Y	Y	17V045	Mission	0	S	3	40	G	Any						Astrometrics, Honor, Navigation, Officer, Security, and Cunning>40				When your personnel complete this mission, you may destroy your staffed ship that costs 5 or more here to download two Damage cards and place them on an opponent's ship.
Explore Extradimensional World	RTS	ST2E-EN17046	V	Y	Y	17V046	Mission	0	P	2	40	G	Any						Anthropology, 2 Exobiology, Science, Transporters, and Cunning>32				Your personnel may not attempt this mission if it was attempted by your personnel on your previous turn.
Honor the Fallen	RTS	ST2E-EN17047	V	Y	Y	17V047	Mission	0	S	3	40	A	[Baj] [Fed] [Fer] [Kli] [NA]						Engineer, 2 Honor, Medical, Officer, and Integrity>38				When your personnel complete this mission, you may remove a personnel in your discard pile from the game to restore all Range to each of your ships.
Obtain Illegal Embryos	RTS	ST2E-EN17048	V	Y	Y	17V048	Mission	0	S	3	40	A	[NA] [SF]						Biology, Exobiology, Medical, Science, Treachery, and Cunning>40				When your Medical personnel is about to be stopped by a dilemma at this mission, you may kill him or her instead to download a Genetically Enhanced personnel.
Protect Wormhole	RTS	ST2E-EN17049	V	Y	Y	17V049	Mission	0	S	3	40	G	[Baj] [Fed] [Car]						Astrometrics, Engineer, 2 Navigation, Science, and Cunning>40				When any player is about to move a ship between this mission and Region: Bajor System mission, do not add 2 to the span total of those missions.
Reestablish Neural Cooperative	RTS	ST2E-EN17050	V	Y	Y	17V050	Mission	0	P	2	40	D	[Bor] [Fed] [NA]			Region: Nekrit Expanse. 			2 Anthropology, Biology, Exobiology, Security, and Cunning>38				When your personnel complete this mission, you may take up to three Borg personnel from your discard pile and place them on the bottom of your deck in any order.
Seek Savior	RTS	ST2E-EN17051	V	Y	Y	17V051	Mission	0	S	3	40	D	[Fed] [Kli] [NA]						Anthropology, Biology, Honor, Law, and Integrity>40				At the start of each of your turns, if this is your first turn, name a personnel. When your personnel complete this mission, if an opponent commands that personnel, score 10 points.
Kira Nerys Lela	RTS	ST2E-EN17052	V	Y	Y	17V052	Personnel	3					[Baj]	[Cmd] [DS9]		Host. 		Bajoran	Diplomacy Honor Law Leadership Officer Security	6	6	6	When you play this personnel, you may take a card from your discard pile into hand.
Shakaar Edon First Minister of Bajor	RTS	ST2E-EN17053	V	Y	Y	17V053	Personnel	4					[Baj]	[Cmd]				Bajoran	Diplomacy 2 Honor Law 2 Leadership	7	6	6	When you play this personnel, if you have completed a mission requiring Anthropology or Leadership, he is cost -4. When you complete a mission worth 40 or more points, you may unstop each of your stopped [Baj] personnel.
Scrutiny Drone	RTS	ST2E-EN17054	V	N	Y	17V054	Personnel	3					[Bor]	[Stf]		Drone. 		Borg	Anthropology Programming Science	5	5	5	When you play this personnel, choose an opponent. You may draw a card for each non-headquarters mission worth 35 points or less he or she commands.
Madred Persistent Inquisitor	RTS	ST2E-EN17055	V	Y	Y	17V055	Personnel	3					[Car]	[Cmd]		Gul. 		Cardassian	Exobiology Medical Officer 2 Treachery	2	6	5	Order - Choose an opponent. That opponent guesses how many cards that have a cost of 4 or more are in your hand. Reveal your hand. If that opponent is correct, kill this personnel. Otherwise, he is attributes +3 until the end of the turn.
Nador Curious Commander	RTS	ST2E-EN17056	V	Y	Y	17V056	Personnel	4					[Car]	[Cmd] [AU]		Commander: Rokassa. Gul. 		Cardassian	Archaeology Astrometrics Geology Law Navigation Officer Physics Treachery	3	6	6	When you play this personnel, if you have completed a mission requiring Officer or Treachery, he is cost -4. While you have completed a mission worth 40 or more points each [AU] personnel present is attributes +1.
Breen Founder Persuader	RTS	ST2E-EN17057	V	Y	Y	17V057	Personnel	4					[Dom]	[Stf]		Founder. Infiltrator. Shape-shifter. 		Changeling	Archaeology Engineer Exobiology Geology Intelligence Science Transporters	4	7	7	When you play this personnel, if you have completed a mission requiring Engineer or Science, she is cost -4.
Dikut'ukan	RTS	ST2E-EN17058	V	N	Y	17V058	Personnel	1					[Dom]	[Stf]				Jem'Hadar		5	4	7	While this personnel is facing a dilemma, he may gain Security and a skill from a Changeling present until the end of the mission attempt. You may do this only once each turn.
Cal Hudson Convincing Recruiter	RTS	ST2E-EN17059	V	Y	Y	17V059	Personnel	4					[Fed]	[Cmd] [Maq]		Commander: Javert. 		Human	Diplomacy Law Leadership Navigation Physics Security Treachery	4	6	6	When you play this personnel, if you command a completed mission requiring Leadership or Security, he is cost -4. Each [Fed] personnel present gains [Maq].
Geordi La Forge Battleship Engineer	RTS	ST2E-EN17060	V	Y	Y	17V060	Personnel	4					[Fed]	[Stf] [TNG] [AU]				Human	Astrometrics 2 Engineer Honor Physics Programming Science	6	6	5	Order - If this personnel is present with your personnel who has a cost of 4 or more and he is aboard your [TNG] ship, return him to his owner's hand to move that ship to your mission.
Karl Jaeger	RTS	ST2E-EN17061	V	N	Y	17V061	Personnel	2					[Fed]	[Stf] [TOS] [Pa]				Human	Archaeology Geology Honor Physics Science	6	6	6	You may play this personnel at cost +2 to examine and remove four cards in a player's discard pile from the game.
Kathryn Janeway Regretful Leader	RTS	ST2E-EN17062	V	Y	Y	17V062	Personnel	4					[Fed]	[Cmd] [Voy] [Fut]		Admiral. 		Human	Biology Diplomacy Engineer Leadership Officer Physics Programming Science	5	6	4	When you play this personnel, if you command a completed mission requiring Engineer or Science, she is cost -4. When you play this personnel, each player may download an equipment card or a Temporal card.
Nagata	RTS	ST2E-EN17063	V	N	Y	17V063	Personnel	2					[Fed]	[Stf] [TOS] [Pa]				Human	Astrometrics Engineer Physics Programming Transporters	6	5	6	You may play this personnel at cost +1 to draw three cards for each headquarters the opponent on your left commands, then place three cards from hand on the bottom of your deck.
Tristan Adams Deranged Psychiatrist	RTS	ST2E-EN17064	V	Y	Y	17V064	Personnel	2					[Fed]	[Stf] [TOS] [Pa]				Human	Anthropology 2 Medical Science Treachery	4	6	5	You may play this personnel at cost +2 to name a dilemma. Each copy of that dilemmas this personnel faces this turn is prevented and overcome. When you play this personnel, if you command a completed mission requiring Anthropology or Treachery, he is cost -4.
William Ross "Temporary" Ally	RTS	ST2E-EN17065	V	Y	Y	17V065	Personnel	4					[Fed]	[Cmd] [DS9]		Admiral. Commander: U.S.S. Bellerophon. 		Human	Astrometrics Diplomacy Law Leadership Navigation Officer Science Security	5	6	6	When you play this personnel, if you have completed a mission requiring Diplomacy or Officer, he is cost -4. While facing a dilemma, this personnel gains Intelligence and Treachery.
Brunt Acting Grand Nagus	RTS	ST2E-EN17066	V	Y	Y	17V066	Personnel	4					[Fer]	[Stf]				Ferengi	Acquisition Law Leadership Programming Treachery	3	6	4	When you play this personnel, if you have completed a mission requiring Acquisition or Treachery, he is cost -4. When you play this personnel, if you command a mission worth 40 or more points and three [Fer] personnel, score 5 points.
Nilva Lascivious Chairman	RTS	ST2E-EN17067	V	Y	Y	17V067	Personnel	2					[Fer]					Ferengi	Acquisition Biology Diplomacy Law Leadership	5	6	4	When your personnel present complete this mission, if it is worth 40 or more points, you may take up to three cards from your discard pile and place them beneath your Ferenginar.
Uri'lash Silent Servant	RTS	ST2E-EN17068	V	Y	Y	17V068	Personnel	3					[Fer]	[Stf]				Hupyrian	Biology Navigation 2 Security Treachery	4	5	7	Order - Stop your [Fer] Treachery personnel present to take a card from beneath your Ferenginar into hand. You may do this only once each turn.
