Name	Set	ImageFile	Rarity	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Species/Class	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Raimus Criminal Master	En	ST2E-EN02156	U	2U156	Personnel	3					[NA]	[Stf]		Thief. 	Farian	Acquisition Engineer Leadership 2 Treachery	2	6	5	Order - Place a card from hand on top of your deck to download a Crime card.  You may do this only once each turn.
Roga Danar Decorated Subhadar	En	ST2E-EN02157	R	2R157	Personnel	4					[NA]	[Cmd]		Genetically Enhanced. 	Angosian	Biology Engineer Leadership Navigation Programming Security	4	8	8	When this personnel is about to be placed in a brig, place him on top of his owner's deck instead.
Sakonna Gunrunner	En	ST2E-EN02158	R	2R158	Personnel	3					[NA]	[Stf] [Maq]		Smuggler. 	Vulcan	Acquisition Engineer Physics Treachery	4	7	6	Order - This personnel gains one skill from one of your captives.  She keeps this skill until the start of your next turn.  You may do this only once each turn.
Sark	En	ST2E-EN02159	C	2C159	Personnel	1					[NA]	[Stf] [Maq]			Bolian	Exobiology Science Transporters	4	6	6	
Vekor	En	ST2E-EN02160	C	2C160	Personnel	1					[NA]	[Stf]		Thief. 	Alien	Medical Navigation Science	4	5	4	
Galathon Steadfast Rival	En	ST2E-EN02161	R	2R161	Personnel	3					[Rom]	[Cmd]		Commander: Trolarak. 	Romulan	Archaeology Geology Law Leadership Officer	5	6	6	When you play this personnel, you make take Engage Cloak or a Pursuit card from your discard pile into hand.
Mirok Interphase Researcher	En	ST2E-EN02162	U	2U162	Personnel	2					[Rom]	[Cmd]			Romulan	Engineer Physics Science Treachery	4	6	6	When an opponent attempts this mission with an Engineer personnel, that opponent discards a card from hand.
Neral Senate Proconsul	En	ST2E-EN02163	R	2R163	Personnel	2					[Rom]			Senator. 	Romulan	Diplomacy Law Leadership Treachery	3	6	5	While this personnel is facing a dilemma, you may discard a card from hand to download Diplomatic Masquerade.
Palteth	En	ST2E-EN02164	C	2C164	Personnel	2					[Rom]	[Stf]			Romulan	Astrometrics Engineer Navigation Officer Programming	5	6	5	
Sirol Diplomatic Adversary	En	ST2E-EN02165	R	2R165	Personnel	3					[Rom]	[Cmd]		Commander: Terix. 	Romulan	Astrometrics Diplomacy Leadership Navigation Officer Treachery	3	6	6	While an opponent's Treachery personnel is at this mission, that opponent must discard a card from hand to use that Treachery.
T'Rul Curt Subcommander	En	ST2E-EN02166	U	2U166	Personnel	2					[Rom]	[Stf]			Romulan	Engineer Physics Programming Security	5	6	5	Order - If this personnel is aboard a ship on your Engage Cloak, examine the top card of an opponent's deck.
Toraan	En	ST2E-EN02167	C	2C167	Personnel	2					[Rom]	[Stf]			Romulan	Intelligence Security Transporters	5	5	6	When you play this personnel, choose an opponent to discard a card from hand.
Toreth Cautious Commander	En	ST2E-EN02168	R	2R168	Personnel	2					[Rom]	[Cmd]		Commander: Khazara. 	Romulan	Honor Leadership Navigation Officer	5	6	5	When this personnel uses a skill to complete a mission, you may examine an opponent's hand and choose one of those cards to be discarded.  You may do this only once each turn.
Kitara	En	ST2E-EN02169	R	2R169	Ship	5					[Baj]	[DS9]	[Cmd] [Stf]		Perikian		6	7	6	When an opponent beams to or from this mission, if it is a planet mission and this ship is staffed, you may take a card from your discard pile into hand.
Aldara	En	ST2E-EN02170	R	2R170	Ship	6					[Car]		[Cmd] [Stf] [Stf]		Galor		8	8	8	While you have a higher score than each of your opponents, each of your Cardassians aboard this ship is Cunning +1.
Guingouin	En	ST2E-EN02171	U	2U171	Ship	5					[Fed]	[Maq]	[Cmd]		Condor		6	6	6	When you win an engagement you began involving this ship, if each ship you command is a [Maq] ship, score 10 points.
Maquis Raider	En	ST2E-EN02172	C	2C172	Ship	4					[Fed]	[Maq]	[Cmd]		Condor		6	6	6	When you win an engagement involving this ship, the loser places one of his or her personnel involved on top of that personnel's owner's deck.
Valjean	En	ST2E-EN02173	R	2R173	Ship	5					[Fed]	[Maq]	[Cmd]		Condor		6	6	6	Order - Reveal the top card of an opponent's deck.  If it is not a personnel, place it on the bottom of its owner's deck to make this ship attributes +2 until the end of this turn.  You may do this only once each turn.
I.K.S. Qam-Chee	En	ST2E-EN02174	R	2R174	Ship	7					[Kli]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	Vor'cha		8	9	9	While this ship is at an opponent's mission, if this ship is staffed, each of your opponent's personnel and ships at this mission is attributes -1.
Fortune	En	ST2E-EN02175	R	2R175	Ship	6					[NA]		[Stf] [Stf] [Stf]		Virayllan		8	7	7	When you play this ship, you may download a [NA] Archaeology personnel.
Mercenary Ship	En	ST2E-EN02176	C	2C176	Ship	5					[NA]		[Stf] [Stf] [Stf]		Virayllan		8	7	7	
Tama	En	ST2E-EN02177	U	2U177	Ship	7					[NA]		[Cmd] [Stf] [Stf] [Stf]		Darmok		8	8	9	While this ship is at a planet mission, if this ship is staffed, an opponent must discard a card from hand to beam to or from this planet.
Khazara	En	ST2E-EN02178	R	2R178	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex		7	9	9	Order - If this ship is on your Engage Cloak, examine an opponent's hand and choose one of those cards.  That opponent exchanges that card with the top card of his or her deck.  You may do this only once each turn.
Terix	En	ST2E-EN02179	R	2R179	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex		7	9	9	While this ship is at an opponent's space mission, if this ship is staffed, that opponent must discard two cards from hand to attempt this mission.
Trolarak	En	ST2E-EN02180	R	2R180	Ship	6					[Rom]		[Cmd] [Stf] [Stf] [Stf]	Cloaking Device. 	D'deridex		7	9	9	While this ship is at an opponent's planet mission, if this ship is staffed, that opponent must discard two cards from hand to attempt this mission.
A Bad End	CA	ST2E-EN03001	C	3C001	Dilemma	0	P													Randomly select one of your stopped personnel on this planet to be killed.
An Old Debt	CA	ST2E-EN03002	S	3S002	Dilemma	3	D													Unless you have Biology, Physics, and Cunning>32 or Intelligence and 2 Medical, randomly select a Leadership personnel to be killed.
Close Call	CA	ST2E-EN03003	C	3C003	Dilemma	2	P													Unless you have 2 Diplomacy and Security or 2 Programming and Transporters, randomly select an Engineer to be killed.
Confined to Quarters	CA	ST2E-EN03004	C	3C004	Dilemma	3	S													Randomly select three personnel.  If any of those personnel has Leadership, all three are stopped.
Dangerous Climb	CA	ST2E-EN03005	R	3R005	Dilemma	4	P													Unless you have 2 Geology or Strength>40, randomly select a personnel to be killed, then all your other personnel are stopped and this dilemma returns to its owner's dilemma pile.
Depression	CA	ST2E-EN03006	C	3C006	Dilemma	3	D													Unless you have 2 Anthropology or 2 Medical or Telepathy and Integrity>32, your opponent chooses a personnel to be stopped and this dilemma is returned to its owner's dilemma pile.
DNA Analysis	CA	ST2E-EN03007	S	3S007	Dilemma	3	D													Unless you have a personnel who has 2 Medical or a personnel who has 2 Science, your opponent chooses a Medical or Science personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Don't Let It End This Way	CA	ST2E-EN03008	C	3C008	Dilemma	0	S													Randomly select one of your stopped personnel on this ship to be killed.
Dressing Down	CA	ST2E-EN03009	U	3U009	Dilemma	3	D													Randomly select three personnel.  If the cost of any of those personnel is 1, all three are stopped.
Failure To Communicate	CA	ST2E-EN03010	S	3S010	Dilemma	2	P													Unless you have a personnel who has 2 Anthropology or a personnel who has 2 Security, your opponent chooses a Anthropology or Security personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Forsaken	CA	ST2E-EN03011	R	3R011	Dilemma	6	D													Unless you have 2 Honor or 2 Treachery, all your personnel are stopped.  Each Honor or Treachery personnel that uses his or her skills while facing this dilemma is placed on the bottom of his or her owner's deck.
Gomtuu Shock Wave	CA	ST2E-EN03012	R	3R012	Dilemma	3	S													Unless you have 2 Diplomacy and Integrity>32 or Telepathy and Integrity>35, all your personnel are stopped and this dilemma is placed on your ship.  Damage - This ship is attributes-2.
Graviton Wave	CA	ST2E-EN03013	C	3C013	Dilemma	2	S													Unless you have Astrometrics, Physics, and Cunning>32 or Biology and 2 Medical, randomly select a Science personnel to be killed.
History Repeats Itself	CA	ST2E-EN03014	C	3C014	Dilemma	3	P													Randomly select three personnel.  If any of those personnel has Anthropology, all three are stopped.
Inside Collaborators	CA	ST2E-EN03015	S	3S015	Dilemma	3	D													Unless you have a personnel who has 2 Diplomacy or a personnel who has 2 Treachery, your opponent chooses a Diplomacy or Treachery personnel to be stopped.  If your opponent cannot, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Justice or Vengeance	CA	ST2E-EN03016	S	3S016	Dilemma	3	D													Unless you have Anthropology and 2 Security or Exobiology, Honor, and Integrity>32, randomly select a Treachery personnel to be killed.
Miner Disagreement	CA	ST2E-EN03017	C	3C017	Dilemma	2	P													Unless you have Anthropology, Diplomacy, and Cunning>32 or 2 Exobiology and Leadership, randomly select a personnel to be stopped, then this dilemma returns to its owner's dilemma pile.
Murder Investigation	CA	ST2E-EN03018	C	3C018	Dilemma	4	D													Randomly select three personnel.  If any of those personnel has Security, all three are stopped.
Overwhelmed	CA	ST2E-EN03019	R	3R019	Dilemma	4	D													Place this dilemma on this mission.  When a personnel facing a dilemma at this mission uses his or her skills, he or she is stopped.  At the end of this turn, return this dilemma to its owner's dilemma pile.
Psychic Receptacle	CA	ST2E-EN03020	U	3U020	Dilemma	2	D													Your opponent names a skill.  Randomly select a personnel who has that skill.  While a personnel who has that same card title is facing a dilemma, he or she cannot use his or her skills.  This effect lasts until the end of this mission attempt.
Psycho-Kinetic Attack	CA	ST2E-EN03021	S	3S021	Dilemma	3	D													Unless you have Exobiology and 2 Medical or Honor and Telepathy, randomly select a Security personnel to be killed.
Quantum Filament	CA	ST2E-EN03022	R	3R022	Dilemma	3	S													Unless you have 2 Astrometrics and 2 Navigation or 2 Engineer, Science, and Shields>8, this dilemma is placed on your ship.  Damage - When your personnel aboard this ship are about to face a dilemma, randomly select one of them to be stopped.
Restricted Area	CA	ST2E-EN03023	U	3U023	Dilemma	3	D													Randomly select a personnel to be stopped.  If you still have nine personnel remaining, that personnel is placed in your opponent's brig instead, then randomly select a second personnel to be placed in your opponent's brig.  If you still have ten personnel remaining, randomly select a third personnel to be placed in your opponent's brig.
Rock People	CA	ST2E-EN03024	C	3C024	Dilemma	3	P													Unless you have 2 Anthropology and Integrity>30 or Exobiology, Medical, and Cunning>35, randomly select a personnel to be killed, then all your other personnel are stopped.
Rogue Borg Ambush	CA	ST2E-EN03025	U	3U025	Dilemma	3	P													Unless you have Intelligence and Cunning>35 or a Hand Weapon and Strength>35, randomly select a personnel to be killed, then all your other personnel are stopped.
Secret Identity	CA	ST2E-EN03026	U	3U026	Dilemma	0	D													Your opponent chooses a personnel.  You may replace him or her with any one personnel of the same affiliation from your deck.  Place the personnel your opponent chose in his or her owner's discard pile.  Shuffle and replace your deck.
Sheer Lunacy	CA	ST2E-EN03027	C	3C027	Dilemma	2	S													Unless you have 2 Anthropology and Cunning>32 or 2 Programming and Science, randomly select a personnel to be stopped, then this dilemma returns to its owner's dilemma pile.
Skeleton Crew	CA	ST2E-EN03028	U	3U028	Dilemma	0	D													Place this dilemma on this mission.  To begin a mission attempt at this mission, you must have at least six personnel involved.  When you complete this mission, this dilemma is overcome.
So Many Enemies	CA	ST2E-EN03029	C	3C029	Dilemma	4	D													Randomly select three personnel.  If any of those personnel has Treachery, all three are stopped.
Sokath, His Eyes Uncovered!	CA	ST2E-EN03030	S	3S030	Dilemma	3	D													Unless you have 2 Diplomacy or Cunning>35, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
The Demands of Duty	CA	ST2E-EN03031	R	3R031	Dilemma	4	P													Your opponent chooses a personnel.  Unless you choose to have all your personnel be stopped, that personnel is killed.
Jem'Hadar Disruptor Pistol	CA	ST2E-EN03032	U	3U032	Equipment	1								Hand Weapon. 						While in combat, each of your [Dom] personnel present is Strength +1.
A Second Chance at Life	CA	ST2E-EN03033	C	3C033	Event	2								Q. 						Reveal your hand.  Choose an opponent to choose a card from your hand.  Discard it to take any other non-interrupt card from your discard pile into hand.  Destroy this event.
Abduction	CA	ST2E-EN03034	R	3R034	Event	2														Plays in your core.  Order - Destroy this event and stop your two [Bor] Security personnel present together at a non-Headquarters mission to name a skill.  Randomly select an opponent's personnel present who has that skill and take command of him or her.
Adding to Our Perfection	CA	ST2E-EN03035	U	3U035	Event	2								Assault. 						Plays in your core.  Order - Destroy this event to begin combat involving your [Bor] personnel.  If you win, randomly select an opponent's personnel and take command of him or her.
Borg Cutting Beam	CA	ST2E-EN03036	S	3S036	Event	5								Maneuver. 						Plays in your core.  Order - Begin an engagement involving your [Bor] ship.  If you win, randomly select an opponent's personnel involved, take command of that personnel, place him or her on that [Bor] ship, then place this event on an opponent's ship involved.  Otherwise, destroy this event.  Damage - This ship is attributes -2.
Bred for Battle	CA	ST2E-EN03037	R	3R037	Event	1								Assault. 						Plays in your core.  Order - Discard two cards from hand to begin combat involving your Jem'Hadar.  Your non-Jem'Hadar present are not involved in the combat.  If you win, randomly kill an opponent's personnel involved.
Building a Bridge	CA	ST2E-EN03038	R	3R038	Event	1														To play this event, you must command three [Dom] personnel.  Plays in your core.  When you complete a mission, for each Vorta that used any of his or her skills to complete that mission, each opponent discards a card from hand and you may draw a card.
Cavalry Raid	CA	ST2E-EN03039	R	3R039	Event	3														Plays in your core.  When an engagement in which an opponent's personnel was killed ends, you may destroy this event to unstop each of your [Kli] personnel and [Kli] ships involved and restore all Range those ships have used this turn.  You cannont begin any other engagements this turn.
Changeling Sabotage	CA	ST2E-EN03040	U	3U040	Event	1								Infiltration. 						Plays in your core.  Order - If your Infiltrator in aboard an opponent's undamaged ship, return that Infiltrator to his or her owner's hand to place a Damage card from hand aboard that ship.
Dispensing the White	CA	ST2E-EN03041	C	3C041	Event	0														To play this event, you must command a Treachery Vorta.  Discard a card from hand to draw two cards.  Destroy this event.
Dissolving the Senate	CA	ST2E-EN03042	U	3U042	Event	1														To play this event, you must command three [Rom] personnel.  Plays in your core.  When your personnel is stopped by a dilemma, you may destroy this event to make one of your unique personnel present attributes +4.  This effect last until the end of that mission attempt.
Enemy in Your Midst	CA	ST2E-EN03043	C	3C043	Event	1								Infiltration. Morph. 						Plays in your core.  Order - Destroy this event to place any number of your Infiltrators at one mission aboard a ship at the same mission.
I Don't Like to Lose	CA	ST2E-EN03044	R	3R044	Event	0														Plays in your core.  When you are about to draw dilemmas, you may discard a card from hand to subtract up to three dilemmas from the number of dilemmas you may draw and add that same number to the total cost you may spend on dilemmas.
Jem'Hadar Ambush	CA	ST2E-EN03045	C	3C045	Event	3								Assault. Maneuver. 						Plays in your core.  Order - Destroy this event to begin combat or an engagement involving your [Dom] personnel.  If you win, score 10 points.
Jem'Hadar Birthing Chamber	CA	ST2E-EN03046	R	3R046	Event	2														Plays in your core.  When you place a Jem'Hadar in your discard pile, you may discard a non-personnel card from hand to place a non-unique Jem'Hadar from hand at your Headquarters where he could be played.
Jem'Hadar Strike Force	CA	ST2E-EN03047	U	3U047	Event	5								Assault. Maneuver. 						Plays in your core.  Order - Destroy this event to begin combat or an engagement involving your [Dom] personnel.  If you win, score 10 points and randomly kill and opponent's personnel involved.
One With the Borg	CA	ST2E-EN03048	U	3U048	Event	3														To play this event, you must command three [Bor] personnel.  Plays in your core.  Order - Destroy this event to score 5 points for each personnel you command but do not own.
Psychological Pressure	CA	ST2E-EN03049	R	3R049	Event	1								Punishment. 						Plays in your core.  When an opponent's personnel is facing a dilemma, if he or she has the same skills as any of your captives, that opponent must discard a card from hand to use that skill.
Quite a Coincidence	CA	ST2E-EN03050	C	3C050	Event	2														Plays in your core.  When you play this event, name a personnel.  When an opponent's personnel who has that card title is killed, destroy this event to score 10 points.
Regeneration Alcoves	CA	ST2E-EN03051	C	3C051	Event	1														Plays in your core.  When you are about to play a [Bor] personnel at your Unicomplex, you may discard the top card of your deck to play that personnel on your [Bor] ship instead.
Sabotage Program	CA	ST2E-EN03052	U	3U052	Event	1														To play this event, you must command three [DS9] personnel.  Plays in your core.  When an event is played, you must destroy this event to prevent that event and place it in its owner's discard pile.
Sensing a Trap	CA	ST2E-EN03053	U	3U053	Event	2														To play this event, you must command a [Rom] Intelligence personnel.  Plays in your core.  At the end of each of your turns, name a card.  When an opponent plays that card, score 10 points.  This effect lasts until the start of your next turn.
Set Up	CA	ST2E-EN03054	R	3R054	Event	1								Infiltration. 						Plays in your core.  When an opponent's personnel is about to be randomly selected, if your Infiltrator is at that mission, you may destroy this event to instead choose the opponent's personnel to be selected from all eligible possibilities.
Severed Link	CA	ST2E-EN03055	C	3C055	Event	0														To play this event, you must command a [Bor] Programming personnel.  Discard a card from hand to draw two cards.  Destroy this event.
Sluggo	CA	ST2E-EN03056	R	3R056	Event	4														Plays in your core.  When you play this event, name a personnel.  That personnel cannont use his or her skills to meet mission requirements.
Steeled By Loss	CA	ST2E-EN03057	R	3R057	Event	2														Replace a [Baj] personnel you command with a [Baj] personnel in your discard pile that has at least one of the same skills.  Place the personnel you replaced in his or her owner's discard pile.  Remove this event from the game.
Stir Crazy	CA	ST2E-EN03058	C	3C058	Event	1														Plays in your core.  When the player on your right begins a mission attempt, if he or she has already completed a mission of the same type, you may destroy this event to draw three extra dilemmas and spend three extra in total cost on dilemmas.
The Blight	CA	ST2E-EN03059	R	3R059	Event	3														To play this event, you must command two Founders.  Plays in your core.  Order - Destroy this event.  Starting with the player to your left, each player may choose an event to be destroyed.
The Crystalline Entity	CA	ST2E-EN03060	R	3R060	Event	2														Plays in your core.  Order - If you command another event, give command of this event to the player on your right to destroy an event (move this event to his or her core).
The Enterprise Incident	CA	ST2E-EN03061	R	3R061	Event	4								Capture. Maneuver. 						Plays in your core.  Order - Destroy this event to begin an engagement involving your [Rom] ship.  Each of your ships at the same mission that has your [Rom] Intelligence personnel aboard it may join the engagement.  If you win, randomly select an opponent's Leadership personnel involved to place in your brig.
The Manheim Effect	CA	ST2E-EN03062	R	3R062	Event	1								Temporal. 						Plays in your core.  When you are about to draw dilemmas, you may destroy this event to take an overcome dilemma you own from an opponent's completed mission and place it on top of your dilemma pile.
The Trial Never Ended	CA	ST2E-EN03063	U	3U063	Event	0								Q. 						Plays in your core.  When a dilemma is about to be overcome, you may destroy this event to exchange that dilemma with the top card of its owner's dilemma pile.  (The new dilemma is overcome.)
The Will of the Collective	CA	ST2E-EN03064	U	3U064	Event	3								Assault. Maneuver. 						Plays in your core.  Order - Destroy this event to begin combat or an engagement involving your [Bor] personnel.  If you win, randomly select an opponent's personnel involved, take command of that personnel, and place him or her on your [Bor] ship at this mission.
Trial of Faith	CA	ST2E-EN03065	U	3U065	Event	1								Prophet. 						To play this event, you must command three [Baj] personnel.  Plays in your core.  An opponent may play a card he or she owns that is on this event as if that card were in his or her hand.  If he or she does, score 5 points.  Order - Examine an opponent's discard pile.  Place one of those cards on this event.  You may do this only once each turn.
Under Suspicion	CA	ST2E-EN03066	U	3U066	Event	2								Infiltration. 						Plays in your core.  When the player on your right begins a mission attempt, for each of your Infiltrators at that mission, you may draw one extra dilemma and spend one extra in total cost on dilemmas.
Vorta Cloning	CA	ST2E-EN03067	C	3C067	Event	2														Plays in your core.  When you are about to place a Vorta in your discard pile, you may reveal a card from hand and remove it from the game to take that Vorta into hand instead.
We're Mutants	CA	ST2E-EN03068	U	3U068	Event	1														To play this event, you must command three [Fed] personnel.  Plays in your core.  While your Genetically Enhanced personnel is attempting a mission, you may destroy this event to make him or her gain one of every skill he or she already has until the end of this turn.
Adapt	CA	ST2E-EN03069	U	3U069	Interrupt	0														When your [Bor] personnel is facing a dilemma, if a copy of that dilemma is overcome at a mission you command, prevent and overcome that dilemma.
Analyze	CA	ST2E-EN03070ab	S	3S070	Interrupt	0														When an opponent's dilemma that your [Bor] personnel is facing is about to be returned to its owner's dilemma pile, overcome that dilemma instead.
Cultist Attack	CA	ST2E-EN03071	C	3C071	Interrupt	0								Pah-wraith. 						To play this interrupt, you must command a [Baj] Treachery personnel. Order - Each player removes all interrupts in his or her discard pile from the game.
Founder Trap	CA	ST2E-EN03072ab	R	3R072	Interrupt	0								Infiltration. 						When an opponent's personnel is about to complete a mission, discard a random card from hand to add the skills of your Infiltrator at that mission to the mission's requirements.  This effect lasts until the end of that opponent's turn. Remove this interrupt from the game.
Insult	CA	ST2E-EN03073	U	3U073	Interrupt	0														To play this interrupt, you must command three [Rom] personnel.  Order - Choose an opponent to discard the top card of his or her deck. If it is not a personnel, discard the top two cards of your deck. If it is a personnel who costs 1, you may place this interrupt on top of your deck insted of discarding it.
Our Death is Glory To the Founders	CA	ST2E-EN03074	R	3R074	Interrupt	0														When an event or interrupt is played, kill one of your Jem'Hadar to prevent that event or interrupt and place it in its owner's discard pile.
Parting Shot	CA	ST2E-EN03075	R	3R075	Interrupt	0														To play this interrupt, you must have 5 or more points. When an opponent's personnel uses his or her skills, if he or she is facing a dilemma, lose 5 points to kill that personnel.
Pseudopod	CA	ST2E-EN03076	R	3R076	Interrupt	0								Infiltration. Morph. 						Order - Return your Infiltrator to his or her owner's hand to randomly kill an opponent's personnel present with that Infiltrator.
Security Sweep	CA	ST2E-EN03077	U	3U077	Interrupt	0														To play this interrupt, you must command two [Rom] Security personnel.  Order - Reveal the top three cards of an opponent's deck. If they are all personnel, score 10 points. Place them in the same order on the bottom of that opponent's deck.
The Founder is Wise	CA	ST2E-EN03078	C	3C078	Interrupt	0														When your Vorta is facing a dilemma, he or she is attributes +2 and gains all skills on one of your Founders present. This effect lasts until the end of that dilemma.
We're Everywhere	CA	ST2E-EN03079	C	3C079	Interrupt	0								Morph. 						When your Shape-shifter is killed, download a Shape-shifter.
You Could Be Invaluable	CA	ST2E-EN03080	U	3U080	Interrupt	0														To play this interrupt, you must command two [Fed][Maq] personnel.  Order - Reveal the top four cards of your deck and take a non-[Maq] personnel revealed into hand.  Place the remaining cards on the bottom of your deck in any order.
Archanis Dispute	CA	ST2E-EN03081	U	3U081	Mission	0	P	2	30	A	[Dom] [Kli]					Leadership, Cunning>30, and (Diplomacy and Law or Intelligence and Treachery)				
Assault on Species 8472	CA	ST2E-EN03082	S	3S082	Mission	0	S	4	35	D	[Bor] [Fed] [Kli]					2 Engineer, Exobiology, Physics, and Cunning>34				
Battle Reconnaissance	CA	ST2E-EN03083	S	3S083	Mission	0	S	2	35	D	Any					Exobiology, Programming, Security, Transporters, and Strength>32				
Camping Trip	CA	ST2E-EN03084	U	3U084	Mission	0	P	2	35	G	[Baj] [Fed] [Fer]					Biology, Geology, Science, Cunning>34, and (Acquisition or Honor)				You may attempt and complete this mission using your [Dom] personnel with these requirements: Anthropology, Intelligence, Security, Treachery, and Cunning>34.
Clash at Chin'toka	CA	ST2E-EN03085	U	3U085	Mission	0	S	3	35	A	[Car] [Dom] [Fed] [Kli] [Rom]					Engineer, Leadership, Navigation, Officer, and Cunning>36				
Destroy Iconian Gateway	CA	ST2E-EN03086	S	3S086	Mission	0	P	2	35	G	[Dom] [Fed]					Engineer, Leadership, Physics, Security, and Strength>34				
Destroy Transwarp Hub	CA	ST2E-EN03087	U	3U087	Mission	0	S	3	50	D	Any			Nebula. 		2 Engineer, Exobiology, Navigation, Physics, Programming, Security, and Cunning>48				You may attempt and complete this mission for 35 points using your [Bor] personnel with these requirements: Engineer, Programming, 2 Security, and Cunning>34.
Evade Borg Vessel	CA	ST2E-EN03088	U	3U088	Mission	0	S	4	35	A	Any			Nebula. 		Astrometrics, Leadership, Navigation, Officer, and Cunning>36				You may attempt and complete this mission using your [Bor] personnel with these requirements: Astrometrics, Engineer, Physics, Security, and Cunning>34.
Evade Dominion Squadron	CA	ST2E-EN03089	U	3U089	Mission	0	S	3	35	A	[Baj] [Fed]					Astrometrics, Geology, 2 Navigation, and Cunning>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: Astrometrics, Leadership, 2 Navigation, and Cunning>34.
Expose Changeling Influence	CA	ST2E-EN03090	U	3U090	Mission	0	P	3	40	A	[Baj] [Fed] [Kli]					Anthropology, Engineer, Honor, 2 Security, and Integrity>36				You may attempt and complete this mission using your [Dom] personnel with these requirements: Anthropology, Diplomacy, Intelligence, Security, Treachery, and Cunning>40.
Extract Defector	CA	ST2E-EN03091	U	3U091	Mission	0	P	3	35	A	[Fed] [Kli]					Intelligence, 2 Navigation, and (Security and Strength>34 or Transporters and Cunning>32)				You may attempt and complete this mission using your [Car] or [Dom] personnel with these requirements: Intelligence, Leadership, Programming, Security, and Cunning>34.
Founders' Homeworld Home of the Great Link	CA	ST2E-EN03092	S	3S092	Mission	0	H	2	0	G	Homeworld			Nebula. Region: Omarion Nebula. 		You may play [Dom] cards, [NA] cards, and equipment at this mission.				
Harness Omega Particle	CA	ST2E-EN03093	U	3U093	Mission	0	P	2	50	D	[Bor] [NA]					Engineer, Geology, Medical, 2 Physics, Programming, Science, and Cunning>48				You may attempt and complete this mission using your [Fed] personnel with these requirements: Engineer, Medical, Officer, Physics, Science, Security, Transporters, and Cunning>48.
Hunt Alien	CA	ST2E-EN03094	S	3S094	Mission	0	P	3	35	D	[Bor] [Kli]					2 Exobiology, Navigation, Strength>32, and (Leadership or Security)				
Instruct Advanced Drone	CA	ST2E-EN03095	U	3U095	Mission	0	S	3	40	D	Any			Nebula. 		Anthropology, Diplomacy, Honor, Medical, Programming, and Integrity>35				You may attempt and complete this mission using your [Bor] personnel with these requirements: Astrometrics, Engineer, Programming, Security, Transporters, and Cunning>40.
Mouth of the Wormhole Terok Nor	CA	ST2E-EN03096	U	3U096	Mission	0	H	1	0	A	Homeworld			Region: Bajor System. 		You may play [TN] cards, [NA] cards, and equipment at this mission.				
Pacify Warring Factions	CA	ST2E-EN03097	U	3U097	Mission	0	P	2	30	G	[Baj] [Fed] [NA]					Anthropology, Diplomacy, Leadership, and Integrity>33				When your personnel attempting this mission is killed by a dilemma, you may return that personnel to his or her owner's hand instead.
Peaceful Contact	CA	ST2E-EN03098	U	3U098	Mission	0	S	4	35	G	[Baj] [Fed] [Fer] [Rom]					Diplomacy, Honor, Leadership, Navigation, and Integrity>31				You may attempt and complete this mission using your [Dom] personnel with these requirments: Intelligence, Leadership, Security, Transporters, and Strength>34.
Plot Invasion	CA	ST2E-EN03099	U	3U099	Mission	0	P	2	30	A	[Bor] [Dom]					Transporters, Cunning>30, and (Leadership and Officer or 2 Security)				You may attempt and complete this mission using your [Fed] personnel with these requirements: Intelligence, Leadership, Security, and Strength>30.
Political Intrigue	CA	ST2E-EN03100	U	3U100	Mission	0	P	2	35	A	[Dom] [NA]					Engineer, Intelligence, Security, Treachery, and Cunning>34				You may attempt and complete this mission using your [Fed] or [Kli] personnel with these requirements: Anthropology, 2 Intelligence, Security, and Cunning>34.
Rescue Prisoners of War	CA	ST2E-EN03101	S	3S101	Mission	0	S	2	35	G	[Car] [Fed] [Kli] [Rom]					Intelligence, Navigation, Programming, Transporters, and Cunning>32				You may attempt and complete this mission using your [Dom] personnel with these requirements: Exobiology, Leadership, Security, Treachery, and Strength>32.
Restock Ketracel-White	CA	ST2E-EN03102	U	3U102	Mission	0	S	2	35	A	[Dom]					Biology, 2 Leadership, Transporters, and Integrity>29				You may attempt and complete this mission using your [Fed] or [Kli] personnel with these requirements: Engineer, Intelligence, Security, Transporters, and Cunning>36.
Salvage Borg Ship	CA	ST2E-EN03103	S	3S103	Mission	0	P	2	35	A	Any					Astrometrics, Engineer, Medical, Programming, and Cunning>34				
Salvage Dominion Ship	CA	ST2E-EN03104	S	3S104	Mission	0	P	2	35	G	[Fed] [Kli]					Diplomacy, Engineer, Leadership, Programming, and Strength>34				You may attempt and complete this mission using your [Dom] personnel with these requirements: 2 Diplomacy, Honor, Medical, and Cunning>34.
