Name	Set	ImageFile	Rarity	Unique	Printable	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Marla Gilmore Conflicted Engineer	Alg	STVE-EN20024	V	Y	Y	20V024	Personnel	3					Federation	[Stf][Voy]				Human	Astrometrics Engineer Physics Programming Transporters Treachery	4	6	5	While this personnel is facing a dilemma that requires Treachery, you may lose 5 points to exclude her and each [Voy] Treachery personnel present from being randomly selected by that dilemma.
Maxwell Burke Arrogant First Officer	Alg	STVE-EN20025	V	Y	Y	20V025	Personnel	3					Federation	[Cmd][Voy]		Commander: U.S.S. Equinox. 		Human	Anthropology Leadership Officer 2 Programming Security Treachery	3	6	6	Order - Discard two cards from hand to choose one: download a Nucleogenic card; or take a Nucleogenic card from your discard pile and place it on top of your deck.
Miles O'Brien Vastly Outnumbered	Alg	STVE-EN20026	V	Y	Y	20V026	Personnel	2					Federation	[Stf][DS9]				Human	Astrometrics Engineer Honor Transporters	7	6	6	While an opponent commands a Maneuver event, the ship this personnel is aboard is Shields +4.
Montgomery Scott Experienced Engineer	Alg	STVE-EN20027ab	V	Y	Y	20V027	Personnel	4					Federation	[Cmd][TOS][Pa]				Human	2 Engineer Physics 2 Transporters	6	5	5	You may play this personnel at cost -2 to ignore his next ability. When you play this personnel, if you command another [TOS] personnel who has a cost of 4 or more, you may remove an event in an opponent's core from the game.
Noah Lessing Driven Officer	Alg	STVE-EN20028	V	Y	Y	20V028	Personnel	3					Federation	[Stf][Voy]				Human	Biology Geology Programming Science Treachery	4	6	6	While this personnel is facing a dilemma, you may lose 5 points to have him gain a skill required by that dilemma until the end of that dilemma. You may do this only once each turn.
Rudolph Ransom Devious Captain	Alg	STVE-EN20029	V	Y	Y	20V029	Personnel	3					Federation	[Cmd][Voy]		Commander: U.S.S. Equinox. 		Human	Diplomacy Exobiology Leadership Officer Science Transporters Treachery	3	6	6	While this personnel is attempting a mission, you may lose 5 points and choose two of your stopped [Voy] Treachery personnel present and stop this personnel to unstop those two personnel. Those personnel join this mission attempt.
Spock Experienced Officer	Alg	STVE-EN20030ab	V	Y	Y	20V030	Personnel	4					Federation	[Cmd][TOS][Pa]				Human/Vulcan	Anthropology Archaeology Engineer Programming Science	6	8	7	You may play this personnel at cost -1 to ignore his next ability. You may play this personnel aboard your [TOS] ship that has a [TOS] personnel who has a cost of 4 or more aboard.
Thompson	Alg	STVE-EN20031	V	N	Y	20V031	Personnel	3					Federation	[Stf][Voy]				Human	Anthropology Archaeology Astrometrics Medical Physics Science Treachery	4	6	5	When you play this personnel, you may lose 5 points to make his cost -3.
Willard Decker Recommended Replacement	Alg	STVE-EN20032ab	V	Y	Y	20V032	Personnel	4					Federation	[Cmd][TOS][Pa]		Commander: U.S.S. Enterprise. 		Human	Anthropology Diplomacy Leadership Officer Programming Science Security	6	6	6	You may play this personnel at cost -1 to ignore his next ability. When you play this personnel, return your [TOS] personnel who has a cost of 4 or more to his or her owner's hand.
Grish	Alg	STVE-EN20033	V	N	Y	20V033	Personnel	2					Ferengi	[Stf][Pa]		Thief. 		Ferengi	Exobiology Medical Transporters Treachery	4	5	5	When your [Fer] personnel present is killed by a dilemma, this personnel and each [Pa] [Fer] personnel present cannot be killed by dilemmas until the end of this turn.
Krem Unidentified Pirate	Alg	STVE-EN20034	V	Y	Y	20V034	Personnel	3					Ferengi	[Stf][Pa]		Commander: Quetsivoo.  Thief. 		Ferengi	Archaeology Astrometrics Geology Honor Navigation Science	6	5	5	When this personnel uses a skill to complete a mission, if he is present with two [Pa] [Fer] personnel, you may unstop all your stopped [Fer] personnel at this mission.
Muk Unidentified Pirate	Alg	STVE-EN20035	V	Y	Y	20V035	Personnel	3					Ferengi	[Stf][Pa]		Thief. 		Ferengi	Acquisition Archaeology 2 Physics Security Treachery	4	5	5	When you play this personnel, if you command three [Pa] [Fer] personnel, you may download up to three equipment.
Quark Vastly Outnumbered	Alg	STVE-EN20036	V	Y	Y	20V036	Personnel	2					Ferengi	[DS9]				Ferengi	Acquisition Anthropology Treachery	4	6	4	When you play this personnel, you may download a card and place that card beneath your Ferenginar. When you play this personnel, if an opponent commands a Maneuver event, he is cost -2.
Ulis Unidentified Pirate	Alg	STVE-EN20037	V	Y	Y	20V037	Personnel	4					Ferengi	[Cmd][Pa]		Commander: Quetsivoo.  Thief. 		Ferengi	Acquisition Biology Engineer Programming Treachery	4	5	5	When this personnel is facing a dilemma, you may stop him to take a [Pa] [Fer] personnel from your discard pile and place him or her present with this personnel. That personnel joins the mission attempt.
Elder T'Pol Displaced Survivor	Alg	STVE-EN20038	V	Y	Y	20V038	Personnel	3					Starfleet	[Stf][Pa]				Vulcan	Anthropology Honor 2 Science	7	7	3	When this personnel uses a skill to complete a mission, you may shuffle each non-Human [SF] personnel that you own that has been removed from the game into his or her owner's deck.
Greer	Alg	STVE-EN20039	V	N	Y	20V039	Personnel	3					Starfleet	[Stf][Pa]				Alien/Human	Anthropology Astrometrics Biology Honor Navigation Officer	6	5	5	When this personnel is about to be removed from the game, if he is present with three non-Human [SF] personnel, you may download an interrupt.
Karyn Archer Displaced Descendant	Alg	STVE-EN20040	V	Y	Y	20V040	Personnel	3					Starfleet	[Cmd][Pa]				Alien/Human/Ikaaran	Archaeology Honor Leadership Programming Science Security	6	6	5	When this personnel is removed from the game, each of your [SF] personnel are attributes +2 until the end of the turn.
Lorian Displaced Descendant	Alg	STVE-EN20041	V	Y	Y	20V041	Personnel	4					Starfleet	[Cmd][Pa]		Commander: Future Enterprise.		Human/Vulcan	Engineer Leadership Officer Science Security Transporters	4	7	6	When this personnel is about to be removed from the game, you may unstop each stopped [SF] personnel present. (Those personnel may join the mission attempt.)
U.S.S. Enterprise Where She Belongs	Alg	STVE-EN20042ab	V	Y	Y	20V042	Ship	7					Federation	[TOS][Pa]	[Cmd][Stf]		Constitution Class			8	6	6	You may play this ship at cost -4 to ignore its next ability. When you play this ship, you may download a [TOS] personnel who has a cost of 4 or more and play him or her at cost -4 aboard this ship.
U.S.S. Equinox Determined To Get Home	Alg	STVE-EN20043a	V	Y	Y	20V043	Ship	4					Federation	[Voy]	[Cmd][Stf][Stf]		Nova Class			8	6	7	While you do not command a headquarters mission, you may play this ship at Caretaker's Array. While this ship is at a [DQ] mission, you may play [Voy] Treachery personnel, [NA] personnel, and equipment aboard this ship. While you do not command U.S.S. Voyager, you may pay the cost of losing 5 points to use an ability on one of your [Voy] personnel by discarding a Nucleogenic card from hand.
Quetsivoo Unidentified Pirate Ship	Alg	STVE-EN20044	V	Y	Y	20V044	Ship	5					Ferengi	[Pa]	[Stf][Stf]		Guzah'far Class			4	4	4	While you command three [Pa] [Fer] personnel aboard this ship, it is attributes +4 and each of your [Fer] personnel aboard this ship gains [Pa].
Future Enterprise Displaced Starship	Alg	STVE-EN20045	V	Y	Y	20V045	Ship	5					Starfleet	[Pa]	[Cmd]		NX Class			8	5	5	When your non-Human [SF] personnel at this mission is about to be killed or stopped by a dilemma, you may remove that personnel from the game instead.
Conflict	Alg	STVE-EN20006	V	N	Y	20V006	Interrupt	0															When personnel that the player on your right commands begin a mission attempt, discard 5 cards from hand or lose 5 points to draw three extra dilemmas and spend three extra in total cost on dilemmas.
Forcing Their Way	Alg	STVE-EN20007a	V	N	Y	20V007	Interrupt	0															To play this interrupt, you must not command U.S.S. Voyager. Order - Discard a Nucleogenic card from hand to place a [Voy] Treachery personnel from hand aboard your U.S.S. Equinox.
Genetronic Treatment	Alg	STVE-EN20008	V	N	Y	20V008	Interrupt	0															When one of your personnel is about to be killed by a dilemma, if he or she is present with a Medical personnel, stop that personnel instead. Then you may discard the top card of your deck to shuffle this interrupt into your deck.
Interspatial Fissures	Alg	STVE-EN20009	V	N	Y	20V009	Interrupt	0								Nucleogenic. 							While your personnel present with three [Voy] Treachery personnel is facing a dilemma, you may discard a card from hand to make that personnel gain a skill from a Treachery personnel present until the end of that dilemma.
Relentless Attacks	Alg	STVE-EN20010	V	N	Y	20V010	Interrupt	0								Nucleogenic. 							While your personnel present with three [Voy] Treachery personnel is facing a dilemma, you may discard a card from hand to make that personnel attributes +3 until the end of that dilemma.
Team of Infiltrators	Alg	STVE-EN20011	V	N	Y	20V011	Interrupt	0								Infiltration. 							When your Infiltrator is facing a dilemma, if he or she is present with two Infiltrators, meet Integrity and Strength requirements of that dilemma using Cunning instead.
The Central Command	Alg	STVE-EN20012	V	N	Y	20V012	Interrupt	0															When any number of your [Car] Officer and/or [Car] Treachery personnel are about to be stopped by a dilemma, discard the top three cards of your deck to prevent that.
Finding Our Way *VP	VP	STVP-EN049	VP	N	Y	0VP049	Event	1															To play this event, you must not command a headquarters mission. Plays on your Caretaker's Array. Cards an opponent owns cannot prevent or destroy this event. When a card instructs you to place a personnel on your headquarters mission, that personnel may be placed aboard your [Voy] ship instead. Order - Discard a card from hand to download a [Voy] ship.
Ilia Finest Navigator in Starfleet *VP	VP	STVP-EN050	VP	Y	Y	0VP050	Personnel	4					Federation	[Stf][TOS][Pa]				Deltan	Honor Navigation Officer Telepathy	7	5	5	You may play this personnel at cost -2 to ignore her ability. When you play this personnel, if you command a [TOS] personnel who has a cost of 4 or more, for each headquarters mission your opponent commands, you may shuffle two cards from your discard pile into your deck.
Jean-Luc Picard Genial Captain	VP	STVP-EN031	VP	Y	Y	0VP031	Personnel	3					Federation	[Cmd][TNG]		Commander: U.S.S. Enterprise-D. 		Human	Archaeology Diplomacy Honor Leadership Officer	8	6	6	When you play this personnel, you may download U.S.S. Enterprise-D.
The Sword of Kahless *VP	VP	STVP-EN051	VP	Y	Y	0VP051	Equipment	2								Artifact. 							Each of your Klingons and Honor personnel present is Integrity -2, Cunning +1, and Strength +2.
Ressikan Flute *VP	VP	STVP-EN052	VP	Y	Y	0VP052	Event	2								Artifact. 							Plays in your core. Order - Stop your personnel who has Integrity>6 to take an event from your discard pile into your hand.
Thought Maker *VP	VP	STVP-EN053	VP	N	Y	0VP053	Event	2								Artifact. 							Plays in your core.  When you have drawn dilemmas, you may search your dilemma pile for a copy of one of your overcome dilemmas and add it to those drawn.  Shuffle and replace your dilemma pile face down.
Kira Nerys Colonel Kira *VP	VP	STVP-EN054	VP	Y	Y	0VP054	Personnel	3					Bajoran	[Cmd][DS9]				Bajoran	Diplomacy Honor Leadership Officer Programming Security	6	6	6	While this personnel is present with your [Fed] personnel, each of your other [Baj] personnel present is attributes +1.
B'Elanna Torres Straightforward Engineer *VP	VP	STVP-EN055	VP	Y	Y	0VP055	Personnel	3					Federation	[Cmd][Voy]				Human/Klingon	2 Engineer Physics Programming Science Treachery	5	6	7	Order - If this personnel is aboard your ship, discard a card from hand to remove a Damage card from that ship. You may do this only once each turn.
Pavel A. Chekov Young Navigator *VP	VP	STVP-EN056	VP	Y	Y	0VP056	Personnel	1					Federation	[Stf][TOS][Pa]				Human	Astrometrics Navigation Officer	6	5	6	You may play this personnel at cost +1 to return a [TOS] personnel you command to his or her owner's hand.
Quark Little Green Man *VP	VP	STVP-EN057	VP	Y	Y	0VP057	Personnel	2					Ferengi	[Cmd][DS9]		Commander: Quark's Treasure. 		Ferengi	Acquisition Anthropology Physics	4	6	4	While this personnel is present with a [Pa] personnel, he is attributes +1 and gains Acquisition, Diplomacy, and Treachery.
Vash Treasure Hunter *VP	VP	STVP-EN058	VP	Y	Y	0VP058	Personnel	2					Non-Aligned			Thief. 		Human	Anthropology 2 Archaeology Science Treachery	3	6	4	When you play this personnel, you may place a card from your discard pile on the bottom of your deck, then draw a card (or, if Jean-Luc Picard is at this mission, draw two cards instead).
Phlox Alien Physiologist *VP	VP	STVP-EN059	VP	Y	Y	0VP059	Personnel	3					Starfleet	[Stf][Pa]				Denobulan	Biology Exobiology Medical Physics Science	6	6	5	When your personnel present is about to be killed, you may stop this personnel to prevent that and place that personnel on your headquarters where he or she could be played.
Energize *VP	VP	STVP-EN060	VP	Y	Y	0VP060	Event	3								Decay: 4. 							Plays in your core. At the start of each of your turns, place the top card of your deck on this event. The first non-[TNG] personnel you play each turn is cost -2 for each card on this event.
Olarra	ID	STVE-EN21020	V	Y	Y	21V020	Ship	5					Non-Aligned		[Stf][Stf][Stf]		Transport Class			8	6	7	While your [NA] Hologram with no staffing icons is aboard this ship, he or she gains [Stf]. While you have a lower score than each of your opponents and a Hologram personnel is aboard this ship, you may spend an additional counter this turn.
Olarra *VP	VP	STVP-EN061	VP	Y	Y	0VP061	Ship	5					Non-Aligned		[Stf][Stf][Stf]		Transport Class			8	6	7	While your [NA] Hologram with no staffing icons is aboard this ship, he or she gains [Stf]. While you have a lower score than each of your opponents and a Hologram personnel is aboard this ship, you may spend an additional counter this turn.
Sumek	ID	STVE-EN21019	V	N	Y	21V019	Personnel	2					Non-Aligned					Hologram	Geology Honor Medical	6	6	6	While you command three [Fed] personnel, this personnel gains Biology and Officer, and becomes [Fed].
Garren	ID	STVE-EN21017	V	N	Y	21V017	Personnel	2					Non-Aligned					Hologram	Astrometrics Navigation Programming Science	5	5	5	While you command three [Rom] personnel, this personnel is attributes +1, gains Engineer, and becomes [Rom].
K'wov	ID	STVE-EN21018	V	N	Y	21V018	Personnel	2					Non-Aligned					Hologram	Exobiology Navigation Security	4	4	6	While you command three [Kli] personnel, this personnel is attributes +1, gains Leadership, and becomes [Kli].
Doran	ID	STVE-EN21016	V	N	Y	21V016	Personnel	2					Non-Aligned					Hologram	Anthropology Engineer Physics Treachery	3	5	5	While you command three [Car] personnel, this personnel is attributes +1, gains Archaeology, and becomes [Car].
Automated Server	ID	STVE-EN21015	V	N	Y	21V015	Personnel	2					Non-Aligned			Waiter. 		Hologram	Anthropology Diplomacy Exobiology Transporters	5	5	4	While you command three [Fer] personnel, this personnel is attributes +1, gains Acquisition, and becomes [Fer].
Transport Crash Survivors	ID	STVE-EN21014a	V	Y	Y	21V014	Mission	0	S	3	30	A	Any affiliation may attempt this mission.						16 different skills, and Cunning>32				When a player's personnel begin a mission attempt at a mission worth 30 or more points with five or less personnel, the player to the left of that player may draw six extra dilemmas and spend six extra on dilemmas.
Dark Page	ID	STVE-EN21002	V	N	Y	21V002	Dilemma	2	D														Choose a personnel who has Anthropology or Exobiology to be stopped. If you cannot, randomly select a personnel to be killed.
Persistent Strike	ID	STVE-EN21011	V	N	Y	21V011	Event	3								Maneuver. 							Plays in your core. Order - Begin an engagement involving your Officer personnel. If you win, place this event on an opponent's ship involved. Otherwise, destroy this event. Damage - If this is a non- [Voy] ship, ignore its game text.
Mark of Gideon	ID	STVE-EN21005	V	N	Y	21V005	Dilemma	3	D														Randomly select a personnel to be stopped. If you still have nine personnel remaining, return that personnel to his or her owner's hand, then your opponent chooses a second personnel to return to his or her owner's hand. If you still have ten personnel remaining, your opponent chooses a third personnel to return to his or her owner's hand.
Pillage and Plunder	ID	STVE-EN21006	V	N	Y	21V006	Dilemma	1	P							Persistent. 							Choose a personnel who has Archaeology or Treachery to be stopped. If you cannot, randomly select a personnel to be killed.
The First Duty	ID	STVE-EN21009	V	N	Y	21V009	Dilemma	1	S							Persistent. 							Choose a personnel who has Honor or Law to be stopped. If you cannot, randomly select a personnel to be killed.
A Private Little War	ID	STVE-EN21001	V	N	Y	21V001	Dilemma	4	D														Randomly select a personnel to be stopped. Unless you have Honor, Medical, Science and Integrity>32 or Engineer, Security, Treachery and Strength>32, randomly select a second personnel to be stopped and your opponent may download an equipment.
In Development	ID	STVE-EN21003	V	N	Y	21V003	Dilemma	6	D														For each headquarters you command, this dilemma is cost -1. Randomly select a personnel who has a cost of 2 or less. All your other personnel who have a cost of 2 or less are stopped.
Setting the Stage	ID	STVE-EN21007	V	N	Y	21V007	Dilemma	2	D														Randomly select nine personnel. All your other personnel are stopped and this dilemma returns to its owner's dilemma pile.
The Clown: Go Away	ID	STVE-EN21008	V	N	Y	21V008	Dilemma	2	D														Place this dilemma on this mission. At the start of each of your turns, if you command no personnel or ships at this mission, remove this dilemma from the game. When personnel begin a mission attempt at this mission, randomly select a personnel to be returned to its owner’s hand.
Inhumane Interrogation	ID	STVE-EN21004	V	N	Y	21V004	Dilemma	4	D														Randomly select a personnel to be killed. You may destroy an event in your core to prevent this.
Hypospray	ID	STVE-EN21010	V	N	Y	21V010	Equipment	2															When your personnel present is about to be killed by a dilemma, you may stop that personnel and your Medical personnel present to prevent that. You may do this only once each turn.
Product Placement	ID	STVE-EN21012	V	N	Y	21V012	Event	0															Discard an equipment, event, or interrupt from hand to spend two additional counters this turn. Destroy this event.
Slightly Awkward	ID	STVE-EN21013	V	N	Y	21V013	Event	0								Q. Temporal. 							Plays in your core. When a personnel that the player on your right commands begins a mission attempt, you may discard an equipment, event, or interrupt from hand to choose one: draw an extra dilemma; or, spend one extra in total cost on dilemmas.
Tolian Soran Renegade Scientist *VP	VP	STVP-EN062	VP	Y	Y	0VP062	Personnel	0					Non-Aligned	[Stf]				El-Aurian	Astrometrics Engineer 2 Physics Programming Transporters 2 Treachery	1	7	6	When this personnel uses a skill, randomly stop one of your personnel present.
Timescape *VP	VP	STVP-EN063	VP	N	Y	0VP063	Dilemma	0	D														Place this dilemma on this mission.  You cannot begin a mission attempt at this mission.  At the end of this turn, this dilemma returns to its owner's dilemma pile.
Urgency *VP	VP	STVP-EN064	VP	N	Y	0VP064	Dilemma	0	D							Consume: 1. 							Place this dilemma on this mission.  Each personnel may use no more than one skill during each dilemma he or she faces.  Each personnel may use no more thatn one skill to meet a mission's requirements.  At the end of this turn, this dilemma returns to its owner's dilemma pile.
Deploy the Fleet *VP	VP	STVP-EN065	VP	N	Y	0VP065	Event	1															Score 5 points for each of your staffed ships that has its Commander aboard at an opponent's non-headquarters mission.  Destroy this event.
Desperate Sacrifice *VP	VP	STVP-EN066	VP	N	Y	0VP066	Event	3															Plays in your core.  Order - If you command four events, destroy this event to make each player choose two events he or she commands, then destroy each other event he or she commands.
How Would You Like a Trip to Romulus? *VP	VP	STVP-EN067	VP	N	Y	0VP067	Event	1															Choose one: download a Commander that corresponds with your ship; or download a ship that corresponds with your Commander.  Destroy this event.
You've Always Been My Favorite *VP	VP	STVP-EN068	VP	N	Y	0VP068	Event	0															To play this event, you must command three [Bor] personnel.  Lose 5 points to play in your core.  When you play this event, download up to five cards, then place them on this event.  You may spend 1 counter to take a card on this event into your hand.  When there are no cards on this event, destroy it.
Allies on the Inside *VP	VP	STVP-EN069	VP	N	Y	0VP069	Interrupt	0															Order - Download a Dissident personnel, then discard cards from hand equal to that personnel's cost.  Remove this interrupt from the game.
Leeta Rebel Supporter *VP	VP	STVP-EN070	VP	Y	Y	0VP070	Personnel	0					Bajoran	[TN]		Dabo Girl. Dissident. 		Bajoran	Anthropology Honor	6	5	4	When you play this personnel, discard a card from hand.  While you have more than ten cards in your discard pile, each of your Dissident personnel present is attributes+1.
Jake Sisko Reporter Behind the Lines *VP	VP	STVP-EN071	VP	Y	Y	0VP071	Personnel	1					Federation	[TN]		Dissident. 		Human	Anthropology Biology Honor Programming	6	5	5	When you play this personnel, discard a card from hand.  When you play another Dissident personnel, you may make each player discard the top card of his or her deck.
Mona Luvsitt Valet	VP	STVP-EN048	VP	Y	Y	0VP048	Personnel	2					Non-Aligned	[Stf]				Hologram	Biology Honor Physics Science	7	6	5	
Healing Hand	PP	STVE-EN22004	V	N	Y	22V004	Dilemma	2	D														Choose a Medical personnel to be stopped. Unless the personnel stopped by this dilemma has 2 Medical, this dilemma returns to its owner's dilemma pile.
Sent Back	PP	STVE-EN22015	V	N	Y	22V015	Event	2															To play this event, you must discard two [Rom] cards from hand. Choose an opponent and name a personnel or event. That opponent places each card he or she commands with that card title on the bottom of its owner's deck and then draws two cards. Destroy this event.
Dukat Cardassian Representative	PP	STVE-EN22033	V	Y	Y	22V033	Personnel	4					Cardassian	[Cmd][TN]		Gul. 		Cardassian	Law Leadership Officer Security Treachery	4	6	6	When you play this personnel, you may choose one: download Ruling Council or download a [Dom] card. Order - Discard three non-personnel cards (or two [TN] cards) from hand to destroy an event.
Morgan Bateson Confident Commander	PP	STVE-EN22037	V	Y	Y	22V037	Personnel	2					Federation	[Cmd][TNG][Pa]		Commander: U.S.S. Bozeman. 		Human	Astrometrics Diplomacy Leadership Science	6	4	5	While no player commands a Temporal event, this personnel is attributes +1.
Enterprise Damaged Starship	PP	STVE-EN22054a	V	Y	Y	22V054	Ship	4					Starfleet	[Pa]	[Cmd]		NX Class			6	5	5	While this ship is at a Region: Delphic Expansion mission, you may play [SF] personnel and equipment aboard this ship. While you command a completed Region: Delphic Expanse mission and this ship is at a Region: Delphic Expanse mission, you may play [NA] personnel aboard this ship.
Enterprise Damaged Starship *VP	VP	STVP-EN072	VP	Y	Y	0VP072	Ship	4					Starfleet	[Pa]	[Cmd]		NX Class			6	5	5	While this ship is at a Region: Delphic Expansion mission, you may play [SF] personnel and equipment aboard this ship. While you command a completed Region: Delphic Expanse mission and this ship is at a Region: Delphic Expanse mission, you may play [NA] personnel aboard this ship.
Infinite Diversity	PP	STVE-EN22006	V	N	Y	22V006	Dilemma	2	D														Your opponent discards two cards from hand to name a skill (except Acquisition, Intelligence, Law, or Telepathy). Unless you have Anthropology and that skill or Science and that skill, all your personnel are stopped.
Allegiance	PP	STVE-EN22011	V	Y	Y	22V011	Event	2															To play this event, you must command six [Fed] [Maq] personnel. Plays in your core. At the end of each of your turns, if an opponent has no cards in hand, you may choose one: Download a [Maq] Leadership personnel, or score 5 points, or draw six cards and then place three cards from hand on the bottom of your deck.
Kira Nerys Liberator	PP	STVE-EN22031	V	Y	Y	22V031	Personnel	5					Bajoran	[Cmd][DS9]		Bajoran Resistance. 		Bajoran	Anthropology Honor Physics Security	6	6	6	When a [Baj] personnel present is killed by a dilemma, you may take a different Bajoran Resistance personnel from your discard pile and place him or her present with this personnel. That personnel joins this mission attempt.
This Side of Paradise	PP	STVE-EN22017	V	N	Y	22V017	Event	0								Decay: 4. 							Plays in your core. When your personnel is about to be killed by a dilemma, you may place him or her on this event instead.
Legacy	PP	STVE-EN22007a	V	N	Y	22V007	Dilemma	4	D														You and your opponent each reveal the top three dilemmas of your dilemma piles. Unless you revealed an equal or greater number of dilemmas that require a skill than your opponent, all of your personnel are stopped.
Berlinghoff Rasmussen Temporal "Historian"	PP	STVE-EN22040	V	Y	Y	22V040	Personnel	2					Non-Aligned	[Pa]		Thief. 		Human	Anthropology Archaeology Treachery	4	6	4	Order - Stop this personnel to take command of an equipment present that you do not own. Order - If this personnel is on an opponent's planet mission, stop him to give command of an equipment present you command but do not own to that opponent to score 5 points.
Forced Into Labor	PP	STVE-EN22002	V	N	Y	22V002	Dilemma	3	P														Unless you have Geology, Leadership, and Trellium-D or 2 Security and Strength>32, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Trellium-D	PP	STVE-EN22010	V	N	Y	22V010	Equipment	0															To play this equipment, you must command a Region: Delphic Expanse mission. Plays aboard your ship. When you play this equipment, discard a non-personnel card from hand to draw two cards.
Spatial Reconfiguration	PP	STVE-EN22016	V	N	Y	22V016	Event	2															Plays on your non-headquarters mission. This mission gains Region: Delphic Expanse and can be attempted by your [SF] personnel. When a card an opponent owns causes you to lose command of this event, return it to its owner's hand.
Travis Mayweather Damaged Navigator	PP	STVE-EN22051	V	Y	Y	22V051	Personnel	2					Starfleet	[Stf][Pa]				Human	Anthropology Astrometrics Navigation	4	6	5	While this personnel is at a Region: Delphic Expanse mission, if there is a [SF] ship at this mission with unused Range>5, this personnel is attributes +1 and gains Geology, Honor, and Security.
Investigate Refinery	PP	STVE-EN22029	V	Y	Y	22V029	Mission	0	P	2	35	A	[SF]			Region: Delphic Expanse. 			2 Physics, Security, Treachery, and Strength>31 or Engineer, Leadership, Science, and Cunning>34				
Holding Cell	PP	STVE-EN22013a	V	Y	Y	22V013	Event	4								Decay: 3. 							To play this event, you must command three [DS9] personnel. Plays in your core. When you play this event, name a personnel, then each player places each copy of that personnel they command on this event (those personnel cannot use abilities). When an opponent is about to play an interrupt, prevent that interrupt and place it on this event instead.
Elim Garak Federation Agent	VP	STVP-EN073	VP	Y	Y	0VP073	Personnel	2					Federation	[Stf][DS9]				Cardassian	Anthropology Diplomacy Programming	6	6	6	Your Intelligence personnel present are each attributes +1.
Phlox Damaged Doctor	PP	STVE-EN22049	V	Y	Y	22V049	Personnel	2					Starfleet	[Stf][Pa]				Denobulan	Anthropology Biology Exobiology Medical	5	6	5	When a personnel present is about to be killed by a dilemma, if this personnel is at a Region: Delphic Expanse mission, you may return that personnel to his or her owner's hand.
Diversionary Tactics	PP	STVE-EN22018	V	N	Y	22V018	Interrupt	0															To play this interrupt, discard two [Fed] cards from hand. When an opponent plays an interrupt, if one of his or her personnel is facing a dilemma you own, prevent that interrupt and place it in its owner's discard pile. Order - Take a [Fed] card from your discard pile and place it on top of its owner's deck.
Opportunity Seized	PP	STVE-EN22022	V	N	Y	22V022	Interrupt	0															To play this interrupt, discard a card from beneath your Ferenginar. When an opponent plays an interrupt, you may destroy your Rule to prevent that interrupt and place it in its owner's discard pile. Place this interrupt beneath your Ferenginar. Order - Your [Fer] ship is Range +4 until the end of the turn.
Ruling Council	PP	STVE-EN22023	V	N	Y	22V023	Interrupt	0															To play this interrupt, you must command Mouth of the Wormhole and three non-Dissident [TN] personnel. When your [Car] [TN] personnel or [Dom] [TN] personnel uses a skill to complete a mission, score 10 points. Order - Unstop each of your stopped [TN] personnel.
Vorta Discipline	PP	STVE-EN22027	V	N	Y	22V027	Interrupt	0															When your Founder or Vorta is about to be stopped, stop your Jem'Hadar present with him or her to prevent that. Order - Kill your Jem'Hadar present with a Treachery Vorta to destroy an event that has a cost equal to or less than that Jem'Hadar's cost.
Ibboko Kreetassan Chancellor	PP	STVE-EN22041	V	Y	Y	22V041	Personnel	4					Non-Aligned	[Cmd][Pa]				Kreetassan	Biology Law 2 Leadership	7	6	5	When you play this personnel, you may download a Ritual event or a Kreetassan personnel. When a Ritual event you own is removed from the game you may discard a card from hand to take that Ritual event and place it in your core.
Code Forty-Seven	PP	STVE-EN22001	V	N	Y	22V001	Dilemma	2	D														Choose one or more [Cmd] personnel to be stopped. Unless the total cost of personnel stopped by this dilemma is 4 or more, this dilemma returns to its owner's dilemma pile.
Gravitational Anomaly	PP	STVE-EN22003	V	N	Y	22V003	Dilemma	3	S														Unless you have Navigation, Science, and Trellium-D or Geology, Physics, and Cunning>32, all your personnel are stopped and this dilemma returns to its owner's dilemma pile.
Honorable Pursuit	PP	STVE-EN22005	V	N	Y	22V005	Dilemma	2	D														Choose an Honor personnel to be stopped. Unless the personnel stopped by this dilemma has 2 Honor, this dilemma returns to its owner's dilemma pile.
Pitching In	PP	STVE-EN22008	V	N	Y	22V008	Dilemma	4	D														If you have four or more personnel who have a cost of 2 or less attempting this mission, this dilemma is cost -3. Choose a Leadership or Security personnel to be stopped. Then choose an Engineer or Programming personnel to be stopped.
Unfair Comparison	PP	STVE-EN22009	V	N	Y	22V009	Dilemma	2	D														You and your opponent each reveal the top three dilemmas of your dilemma piles. Unless you revealed dilemmas that have an equal or greater total cost than your opponent, randomly select three personnel to be stopped.
Alvera Tree Ritual	PP	STVE-EN22012a	V	Y	Y	22V012	Event	0								Ritual. 							Plays in your core. When you play this event, draw a card. When a personnel begins a mission attempt, you may have each player shuffle his or her dilemma pile. When you are about to lose command of this event, prevent that and remove it from the game.
Klingon Tea Ceremony	PP	STVE-EN22014a	V	Y	Y	22V014	Event	0								Ritual. 							Plays in your core. When you play this event, draw a card. When an opponent downloads a card, if he or she has already downloaded a card this turn, that opponent must place it on top of his or her deck instead of in his or her hand. When you are about to lose command of this event, prevent that and remove it from the game.
